number_box,number_zakaza,ves_box
62623,420,12.18
62624,420,19.16
62625,420,6.63
62626,420,6.02
62627,420,4.04
62628,420,3.16
62629,420,5.33
62630,420,5.87
62631,420,3.69
62632,420,3.26
62633,420,4.85
62634,420,19.31
62635,420,3.97
62636,420,15.35
62637,420,4.62
62638,420,3.88
62639,420,18.88
62640,420,9.4
62641,420,3.48
62642,420,12.44
62643,420,2.61
62644,420,1.89
62645,420,10.12
62646,420,5.75
62647,420,6.23
62648,420,12.26
62649,420,10.6
62650,420,5.27
62651,420,12.59
62652,420,12.55
62653,420,4.01
62654,420,3.88
62655,420,4.77
62656,420,4.56
62657,420,11.73
62658,420,4.47
62659,420,5.59
62660,420,3.67
62661,420,13.4
62662,420,3.64
62663,420,5.69
62664,420,2.91
62665,420,19.07
62666,420,13.75
62667,420,0.41
62668,420,6.02
62669,420,4.18
62670,420,4.35
62671,420,4.41
62672,420,7.64
62673,420,15.05
62674,420,2.22
62675,420,2.75
62676,420,4.39
62677,420,4.81
62678,420,3.64
62679,420,5.57
62680,420,12.52
62681,420,3.46
62682,420,19.45
62683,420,15.76
62684,420,2.44
62685,420,5.06
62686,420,6.6
62687,420,5.85
62688,420,0.88
62689,420,5.85
62690,420,5.55
62691,420,18.86
62692,420,3.42
62693,420,17.79
62694,420,1.47
62695,420,2.14
62696,420,19.53
62697,420,4.08
62698,420,2.11
62699,420,2.89
62700,420,3.41
62701,420,4.9
62702,421,3.76
62703,421,4.77
62704,421,21.86
62705,421,3.43
62706,421,6.63
62707,421,3.64
62708,421,3.26
62709,421,2.5
62710,421,5.06
62711,421,4.16
62712,421,0.89
62713,421,5.43
62714,421,1.95
62715,421,12.44
62716,421,5.75
62717,421,6.57
62718,421,3.21
62719,421,3.94
62720,421,13.4
62721,421,5.51
62722,421,2.91
62723,421,2.13
62724,421,3.42
62725,421,4.9
62726,421,20.06
62727,421,2.84
62728,421,7.64
62729,421,2.89
62730,421,4.35
62731,421,5.59
62732,421,15.28
62733,421,2.44
62734,421,4.18
62735,421,15.35
62736,421,15.76
62737,421,23.3
62738,421,0.75
62739,421,5.87
62740,421,3.56
62741,421,11.19
62742,421,4.05
62743,421,12.55
62744,421,16.26
62745,421,5.77
62746,421,5.56
62747,421,1.89
62748,421,13.75
62749,421,4.39
62750,421,15.27
62751,421,13.31
62752,421,2.7
62753,421,3.97
62754,421,3.68
62755,421,22.82
62756,421,6.6
62757,421,6.02
62758,421,4.62
62759,421,12.63
62760,421,4.82
62761,421,18.69
62762,421,4.92
62763,421,2.8
62764,421,6.02
62765,421,5.57
62766,421,2
62767,421,1.73
62768,421,18.7
62769,421,3.36
62770,421,2.96
62771,421,11.73
62772,421,5.91
62773,421,3.52
62774,421,15.02
62775,421,5.1
62776,421,6.12
62777,421,5.14
62778,421,19.83
62779,421,2.22
62780,421,4.58
62781,421,20.58
62782,421,16.55
62783,421,4.04
62784,421,3.14
62785,421,17.79
62786,421,2.73
62787,421,4.26
62788,421,10.53
62789,421,5.65
62790,421,14.35
62791,421,2.7
62792,421,11.74
62793,421,3.64
62794,421,6.75
62795,421,5.66
62796,421,10.6
62797,421,8.4
62798,421,4.34
62799,421,18.88
62800,421,0.41
62801,421,4.13
62802,421,11.11
62803,421,1.22
62804,421,12.18
62805,421,5.55
62806,421,2.26
62807,421,2.2
62808,421,4.77
62809,421,11.35
62810,421,3.26
62811,421,4.33
62812,421,2.14
62813,421,1.47
62814,421,5.66
62815,422,6.6
62816,422,3.64
62817,422,1.47
62818,422,4.62
62819,422,0.75
62820,422,3.94
62821,422,18.86
62822,422,5.04
62823,422,4.9
62824,422,15.76
62825,422,4.58
62826,422,17.79
62827,422,2.61
62828,422,2.62
62829,422,6.8
62830,422,3.6
62831,422,5.17
62832,422,19.08
62833,422,23.3
62834,422,2.14
62835,422,5.5
62836,422,5.61
62837,422,19.78
62838,422,6.02
62839,422,2.5
62840,422,10.12
62841,422,3.23
62842,422,18.3
62843,422,3.46
62844,422,2.99
62845,422,3.14
62846,422,10.6
62847,422,5.69
62848,422,3.21
62849,422,4.77
62850,422,3.36
62851,422,3.45
62852,422,20.58
62853,422,6.63
62854,422,25.71
62855,422,2.55
62856,422,2.7
62857,422,4.01
62858,422,2.2
62859,422,4.34
62860,422,5.43
62861,422,19.54
62862,422,7.04
62863,422,5.55
62864,422,4.13
62865,422,15.58
62866,422,5.59
62867,422,3.48
62868,422,19.45
62869,422,6.63
62870,422,23.15
62871,422,4.16
62872,422,5.85
62873,422,19.83
62874,422,3.68
62875,422,19.07
62876,422,4.8
62877,422,5.5
62878,422,18.7
62879,422,2.7
62880,422,1
62881,422,2.14
62882,422,16.26
62883,422,15.02
62884,422,5.32
62885,422,7.01
62886,422,5.32
62887,422,5.47
62888,422,2.22
62889,422,6.12
62890,422,11.11
62891,422,2.84
62892,422,18.69
62893,422,3.22
62894,422,3.28
62895,422,6.58
62896,422,4.34
62897,422,1.73
62898,422,5.51
62899,422,12.26
62900,422,2.26
62901,422,3.76
62902,422,4.29
62903,422,3.45
62904,422,6.34
62905,422,6.93
62906,422,1.73
62907,422,5.67
62908,422,3.62
62909,422,10.25
62910,422,8.4
62911,422,5.75
62912,422,3.69
62913,422,4.77
62914,422,2.85
62915,422,4.3
62916,422,1.18
62917,422,2.14
62918,422,0.89
62919,422,13.08
62920,422,4.81
62921,422,14.63
62922,422,3.26
62923,422,2.31
62924,422,5.26
62925,422,3.63
62926,422,11.74
62927,422,5.73
62928,422,1.83
62929,422,6.43
62930,422,17.32
62931,422,22.43
62932,422,15.05
62933,422,1.22
62934,422,15.35
62935,422,4.91
62936,422,13.4
62937,422,14.86
62938,422,3.64
62939,422,12.18
62940,422,20.29
62941,422,6.04
62942,422,1.29
62943,422,4.9
62944,422,4.85
62945,423,15.76
62946,423,3.18
62947,423,19.78
62948,423,4.04
62949,423,4.08
62950,423,3.16
62951,423,6.43
62952,423,7.64
62953,423,6.12
62954,423,1.18
62955,423,5.85
62956,423,15.35
62957,423,6.63
62958,423,6.57
62959,423,10.53
62960,423,22.82
62961,423,4.29
62962,423,1.89
62963,423,14.63
62964,423,4.83
62965,423,3.67
62966,423,2.11
62967,423,4.81
62968,423,2.2
62969,423,6.23
62970,423,3.14
62971,423,3.64
62972,423,9.67
62973,423,16.81
62974,423,5.56
62975,423,11.11
62976,423,3.18
62977,423,2
62978,423,21.9
62979,423,4.92
62980,423,6.53
62981,423,5.14
62982,423,3.06
62983,423,4.34
62984,423,3.23
62985,423,3.8
62986,423,5.47
62987,423,2.85
62988,423,5.5
62989,423,5.26
62990,423,12.59
62991,423,2.84
62992,423,23.3
62993,423,1.29
62994,423,4.58
62995,423,5.72
62996,423,5.59
62997,423,2.7
62998,423,5.33
62999,423,6.6
63000,423,21.51
63001,423,2.7
63002,423,5.43
63003,423,20.06
63004,423,3.64
63005,423,13.4
63006,423,2.91
63007,423,4.77
63008,423,12.24
63009,423,3.52
63010,423,1.95
63011,423,3.08
63012,423,3.42
63013,423,2.14
63014,423,5.75
63015,423,3.36
63016,423,6.34
63017,423,3.76
63018,423,2.14
63019,423,3.94
63020,423,6.26
63021,423,4.16
63022,423,18.14
63023,423,5.66
63024,423,5.57
63025,423,3.99
63026,423,23.15
63027,423,2.75
63028,423,5.59
63029,423,4.85
63030,423,14.35
63031,423,14.43
63032,423,21.1
63033,423,3.68
63034,423,6.02
63035,423,11.84
63036,423,3.56
63037,423,19.54
63038,423,6.63
63039,423,4.47
63040,423,5.55
63041,423,5.32
63042,423,4.03
63043,423,7.11
63044,423,12.78
63045,423,2.73
63046,423,17.55
63047,423,2.13
63048,423,4.35
63049,423,6.34
63050,423,19.3
63051,423,2.99
63052,423,2.34
63053,423,9.4
63054,423,5.27
63055,423,3.41
63056,423,4.13
63057,423,4.33
63058,423,15.05
63059,423,4.31
63060,423,18.88
63061,423,3.6
63062,423,19.83
63063,423,12.75
63064,423,5.1
63065,423,4.9
63066,423,5.77
63067,423,18.7
63068,423,19.31
63069,423,3.07
63070,423,11.19
63071,423,10.51
63072,423,3.97
63073,423,5.67
63074,423,15.28
63075,423,4.56
63076,423,3.63
63077,423,4.08
63078,423,4.41
63079,423,18.86
63080,423,5.88
63081,423,12.55
63082,423,2.22
63083,423,2.44
63084,423,16.26
63085,423,17.32
63086,423,5.75
63087,423,6.58
63088,423,4.11
63089,423,2.61
63090,423,2.89
63091,423,3.62
63092,423,16.55
63093,423,4.77
63094,423,1.81
63095,423,3.46
63096,423,17.79
63097,423,3.27
63098,423,4.13
63099,423,4.62
63100,424,3.27
63101,424,4.04
63102,424,4.04
63103,424,4.28
63104,424,15.76
63105,424,5.51
63106,424,12.63
63107,424,15.76
63108,424,15.35
63109,424,6.6
63110,424,5.75
63111,424,2.96
63112,424,4.74
63113,424,13.75
63114,424,6.02
63115,424,5.55
63116,424,17.55
63117,424,4.82
63118,424,4.83
63119,424,12.78
63120,424,2.14
63121,424,3.88
63122,424,1
63123,424,3.97
63124,424,5.91
63125,424,2
63126,424,15.27
63127,424,2.91
63128,424,4.41
63129,424,16.12
63130,424,12.75
63131,424,3.46
63132,424,4.56
63133,424,5.43
63134,424,5.85
63135,424,4.35
63136,424,3.64
63137,424,16.56
63138,424,21.86
63139,424,6.34
63140,424,16.55
63141,424,23.3
63142,424,11.19
63143,424,5.58
63144,424,0.41
63145,424,14.35
63146,424,1.66
63147,424,5.14
63148,424,21.51
63149,424,11.74
63150,424,8.4
63151,424,1.73
63152,424,4.91
63153,424,4.08
63154,424,19.87
63155,424,12.26
63156,424,3.26
63157,424,4.58
63158,424,3.94
63159,424,4.81
63160,424,5.32
63161,424,11.84
63162,424,1.76
63163,424,6.12
63164,424,4.18
63165,424,4.85
63166,424,13.4
63167,424,3.76
63168,424,4.38
63169,424,19.3
63170,424,7.11
63171,424,3.36
63172,424,4.77
63173,424,1.29
63174,424,5.67
63175,424,3.63
63176,424,4.44
63177,424,4.16
63178,424,4.9
63179,424,22.82
63180,424,3.26
63181,424,4.34
63182,424,5.85
63183,424,12.24
63184,424,5.26
63185,424,19.53
63186,424,4.16
63187,424,15.28
63188,424,3.06
63189,424,5.57
63190,424,13.31
63191,424,20.06
63192,424,14.86
63193,424,5.06
63194,424,10.51
63195,424,3.07
63196,424,5.72
63197,424,12.55
63198,424,6.8
63199,424,2.99
63200,424,15.02
63201,424,16.26
63202,424,3.52
63203,424,3.45
63204,424,5.66
63205,424,2.11
63206,424,1.95
63207,424,5.75
63208,424,2.14
63209,424,23.15
63210,424,3.88
63211,424,11.2
63212,424,6.43
63213,424,3.45
63214,424,1.89
63215,424,2.55
63216,424,4.03
63217,424,5.87
63218,424,5.59
63219,424,11.11
63220,424,6.34
63221,424,3.69
63222,424,2.93
63223,424,13.08
63224,424,6.23
63225,424,3.8
63226,424,6.53
63227,424,2.62
63228,424,16.81
63229,424,18.88
63230,424,3.6
63231,424,4.31
63232,424,2.73
63233,424,4.05
63234,424,7.04
63235,424,2.5
63236,424,7.34
63237,424,0.88
63238,424,13.46
63239,424,5.1
63240,424,19.08
63241,424,4.77
63242,424,9.56
63243,424,4.11
63244,424,9.67
63245,424,5.88
63246,424,19.78
63247,424,10.29
63248,424,6.02
63249,425,18.86
63250,425,10.12
63251,425,6.34
63252,425,15.76
63253,425,5.66
63254,425,6.57
63255,425,3.88
63256,425,4.77
63257,425,2.85
63258,425,3.08
63259,425,7.01
63260,425,3.28
63261,425,18.69
63262,425,3.97
63263,425,23.3
63264,425,17.79
63265,425,22.82
63266,425,2.22
63267,425,5.32
63268,425,1.22
63269,425,11.74
63270,425,10.25
63271,425,3.43
63272,425,19.07
63273,425,14.43
63274,425,5.75
63275,425,6.23
63276,425,2.89
63277,425,20.29
63278,425,12.63
63279,425,4.33
63280,425,1.73
63281,425,12.58
63282,425,4.05
63283,425,5.56
63284,425,5.65
63285,425,6.04
63286,425,5.32
63287,425,6.63
63288,425,21.9
63289,425,6.43
63290,425,11.73
63291,425,4.29
63292,425,1.66
63293,425,4.39
63294,425,5.55
63295,425,3.07
63296,425,13.08
63297,425,3.88
63298,425,3.67
63299,425,6.8
63300,425,6.58
63301,425,4.34
63302,425,11.84
63303,425,6.15
63304,425,5.14
63305,425,3.23
63306,425,21.1
63307,425,4.46
63308,425,19.87
63309,425,3.18
63310,425,2.14
63311,425,2.99
63312,425,5.88
63313,425,14.86
63314,425,13.46
63315,425,18.7
63316,425,2.5
63317,425,12.26
63318,425,4.04
63319,425,12.78
63320,425,25.71
63321,425,4.34
63322,425,2
63323,425,5.56
63324,425,3.83
63325,425,2.14
63326,425,17.55
63327,425,5.1
63328,425,3.26
63329,425,19.16
63330,425,0.88
63331,425,3.7
63332,425,3.64
63333,425,0.75
63334,425,2.73
63335,425,17.32
63336,425,15.76
63337,425,1.95
63338,425,0.89
63339,425,4.35
63340,425,4.32
63341,425,1.76
63342,425,5.43
63343,425,3.22
63344,425,3.18
63345,425,13.75
63346,425,1.47
63347,425,16.26
63348,425,3.68
63349,425,5.47
63350,425,1.29
63351,425,10.29
63352,425,3.06
63353,425,5.59
63354,425,12.52
63355,425,5.17
63356,425,4.41
63357,425,4.92
63358,425,3.64
63359,425,5.73
63360,425,15.35
63361,425,5.72
63362,425,2.7
63363,425,4.38
63364,425,23.15
63365,425,2.61
63366,425,4.56
63367,425,1.89
63368,425,6.73
63369,425,12.44
63370,425,4.74
63371,425,13.31
63372,425,3.99
63373,425,20.06
63374,425,5.69
63375,425,4.04
63376,425,13.4
63377,425,4.92
63378,425,5.27
63379,425,3.07
63380,425,2.75
63381,425,4.81
63382,425,5.77
63383,425,3.46
63384,425,3.8
63385,425,2.14
63386,425,2.7
63387,425,15.05
63388,425,4.77
63389,425,2.62
63390,425,1
63391,425,1.73
63392,425,7.11
63393,425,4.77
63394,425,2.31
63395,425,4.16
63396,425,4.11
63397,425,10.53
63398,425,15.27
63399,425,20.58
63400,425,9.4
63401,425,4.35
63402,425,5.87
63403,426,20.29
63404,426,4.8
63405,426,18.86
63406,426,5.56
63407,426,6.73
63408,426,10.12
63409,426,3.18
63410,426,15.35
63411,426,6.8
63412,426,15.35
63413,426,4.28
63414,426,16.55
63415,426,14.63
63416,426,19.87
63417,426,13.4
63418,426,13.46
63419,426,2.93
63420,426,5.69
63421,426,5.14
63422,426,2.99
63423,426,15.27
63424,426,2.26
63425,426,5.85
63426,426,3.21
63427,426,7.11
63428,426,4.77
63429,426,3.28
63430,426,3.07
63431,426,6.12
63432,426,2.13
63433,426,3.27
63434,426,20.06
63435,426,4.81
63436,426,1.81
63437,426,3.99
63438,426,4.84
63439,426,12.52
63440,426,5.17
63441,426,1.89
63442,426,18.69
63443,426,6.26
63444,426,20.58
63445,426,19.07
63446,426,16.12
63447,426,15.28
63448,426,6.6
63449,426,12.78
63450,426,3.42
63451,426,13.31
63452,426,2.73
63453,426,3.26
63454,426,5.5
63455,426,0.89
63456,426,15.05
63457,426,5.1
63458,426,3.62
63459,426,0.41
63460,426,2.61
63461,426,4.62
63462,426,12.26
63463,426,5.59
63464,426,3.64
63465,426,14.35
63466,426,4.9
63467,426,3.46
63468,426,1
63469,426,1.73
63470,426,4.29
63471,426,2.44
63472,426,5.56
63473,426,3.88
63474,426,6.04
63475,426,2.62
63476,426,19.54
63477,426,7.64
63478,426,2.34
63479,426,6.93
63480,426,4.33
63481,426,3.48
63482,426,5.88
63483,426,23.3
63484,426,5.67
63485,426,3.41
63486,426,4.16
63487,426,17.79
63488,426,2
63489,426,4.18
63490,426,3.63
63491,426,5.27
63492,426,5.33
63493,426,21.51
63494,426,4.58
63495,426,3.76
63496,426,3.43
63497,426,4.9
63498,426,19.83
63499,426,5.91
63500,426,5.73
63501,426,2.14
63502,426,4.83
63503,426,4.13
63504,426,2.96
63505,426,9.67
63506,426,2.2
63507,426,9.4
63508,426,5.66
63509,426,4.35
63510,426,2.55
63511,426,13.75
63512,426,14.43
63513,426,19.45
63514,426,10.29
63515,426,16.56
63516,426,6.02
63517,426,5.55
63518,426,3.26
63519,426,6.02
63520,426,21.9
63521,426,0.88
63522,426,4.44
63523,426,18.88
63524,426,4.08
63525,426,3.45
63526,426,5.58
63527,426,2.85
63528,426,2.75
63529,426,4.81
63530,426,5.06
63531,426,4.08
63532,426,5.75
63533,426,5.32
63534,426,14.9
63535,426,6.34
63536,426,5.65
63537,426,19.53
63538,426,4.26
63539,426,6.34
63540,426,5.26
63541,426,1.66
63542,426,4.74
63543,426,2.14
63544,426,3.6
63545,426,3.06
63546,426,15.58
63547,426,12.18
63548,426,3.64
63549,426,16.81
63550,426,12.58
63551,427,2.84
63552,427,2.26
63553,427,3.46
63554,427,16.56
63555,427,14.9
63556,427,4.84
63557,427,15.02
63558,427,6.34
63559,427,20.58
63560,427,3.88
63561,427,0.88
63562,427,14.63
63563,427,3.52
63564,427,15.76
63565,427,5.51
63566,427,18.3
63567,427,2.73
63568,427,4.08
63569,427,22.43
63570,427,6.8
63571,427,4.11
63572,427,3.43
63573,427,1.47
63574,427,19.07
63575,427,5.59
63576,427,4.83
63577,427,0.75
63578,427,2.22
63579,427,3.97
63580,427,3.68
63581,427,4.92
63582,427,5.27
63583,427,2.13
63584,427,17.55
63585,427,4.34
63586,427,5.32
63587,427,2.14
63588,427,6.73
63589,427,4.81
63590,427,21.1
63591,427,5.04
63592,427,6.63
63593,427,5.32
63594,427,18.69
63595,427,5.88
63596,427,5.43
63597,427,2.91
63598,427,5.69
63599,427,3.62
63600,427,14.86
63601,427,5.55
63602,427,4.83
63603,427,5.17
63604,427,3.56
63605,427,5.33
63606,427,5.56
63607,427,4.8
63608,427,4.47
63609,427,5.87
63610,427,1.81
63611,427,10.6
63612,427,2.2
63613,427,3.99
63614,427,20.06
63615,427,6.57
63616,427,3.67
63617,427,15.35
63618,427,20.29
63619,427,3.64
63620,427,3.41
63621,427,6.58
63622,427,3.76
63623,427,18.86
63624,427,19.3
63625,427,16.12
63626,427,3.36
63627,427,19.45
63628,427,2.85
63629,427,4.56
63630,427,3.83
63631,427,8.4
63632,427,4.44
63633,427,3.22
63634,427,2.34
63635,427,4.13
63636,427,11.74
63637,427,3.27
63638,427,4.77
63639,427,13.75
63640,427,1.73
63641,427,6.34
63642,427,3.6
63643,427,12.24
63644,427,4.9
63645,427,5.55
63646,427,18.7
63647,427,2.14
63648,427,5.65
63649,427,15.27
63650,427,5.66
63651,427,4.39
63652,427,1
63653,427,4.05
63654,427,2.61
63655,427,19.08
63656,427,1.29
63657,427,4.28
63658,427,5.75
63659,427,19.78
63660,427,3.06
63661,427,5.1
63662,427,4.32
63663,427,2.62
63664,427,6.93
63665,427,7.01
63666,427,1.18
63667,427,21.9
63668,427,6.12
63669,427,16.55
63670,427,19.16
63671,427,12.78
63672,427,5.06
63673,427,4.33
63674,427,0.89
63675,427,21.51
63676,427,3.63
63677,427,10.53
63678,427,3.18
63679,427,5.66
63680,427,3.08
63681,427,18.14
63682,427,4.74
63683,427,2.75
63684,427,3.42
63685,427,3.76
63686,427,1.22
63687,427,3.48
63688,427,5.32
63689,427,3.45
63690,427,9.56
63691,427,3.63
63692,427,22.82
63693,427,4.18
63694,427,4.85
63695,427,4.9
63696,427,2.96
63697,427,12.44
63698,428,10.6
63699,428,3.56
63700,428,5.33
63701,428,3.14
63702,428,3.6
63703,428,4.47
63704,428,6.34
63705,428,2.11
63706,428,6.63
63707,428,7.04
63708,428,2.22
63709,428,5.75
63710,428,17.32
63711,428,0.89
63712,428,3.8
63713,428,3.6
63714,428,4.92
63715,428,21.51
63716,428,5.27
63717,428,5.1
63718,428,19.45
63719,428,3.22
63720,428,4.16
63721,428,10.25
63722,428,3.27
63723,428,17.79
63724,428,3.83
63725,428,9.67
63726,428,2.14
63727,428,4.08
63728,428,5.32
63729,428,4.35
63730,428,4.05
63731,428,5.73
63732,428,4.62
63733,428,13.46
63734,428,1.29
63735,428,3.76
63736,428,7.11
63737,428,5.58
63738,428,18.7
63739,428,5.65
63740,428,4.46
63741,428,3.67
63742,428,5.59
63743,428,2.85
63744,428,19.07
63745,428,3.68
63746,428,4.29
63747,428,4.28
63748,428,2.14
63749,428,3.52
63750,428,6.15
63751,428,4.3
63752,428,4.9
63753,428,6.04
63754,428,6.26
63755,428,4.11
63756,428,4.8
63757,428,3.18
63758,428,10.12
63759,428,7.34
63760,428,1.83
63761,428,4.38
63762,428,6.12
63763,428,4.04
63764,428,2.7
63765,428,3.45
63766,428,19.78
63767,428,16.26
63768,428,4.34
63769,428,5.32
63770,428,5.72
63771,428,6.63
63772,428,0.88
63773,428,6.02
63774,428,4.83
63775,428,6.8
63776,428,15.27
63777,428,10.51
63778,428,2.7
63779,428,3.64
63780,428,14.63
63781,428,3.88
63782,428,2.55
63783,428,13.31
63784,428,18.88
63785,428,5.85
63786,428,4.13
63787,428,12.55
63788,428,2.61
63789,428,19.31
63790,428,4.77
63791,428,3.43
63792,428,4.13
63793,428,5.26
63794,428,2.5
63795,428,6.57
63796,428,15.76
63797,428,5.14
63798,428,1.73
63799,428,5.66
63800,428,5.55
63801,428,5.85
63802,428,23.3
63803,428,5.61
63804,428,8.4
63805,428,3.06
63806,428,3.42
63807,428,2.34
63808,428,13.4
63809,428,4.34
63810,428,1.98
63811,428,3.23
63812,428,14.86
63813,428,4.01
63814,428,4.32
63815,428,5.67
63816,428,2.31
63817,428,3.64
63818,428,15.02
63819,428,2.7
63820,428,3.64
63821,428,3.16
63822,428,0.75
63823,428,5.06
63824,428,5.04
63825,428,16.55
63826,428,1.73
63827,428,2.13
63828,428,6.93
63829,428,1.47
63830,428,3.41
63831,428,5.75
63832,428,16.56
63833,428,23.15
63834,428,4.08
63835,428,3.07
63836,428,3.97
63837,428,3.63
63838,428,4.03
63839,428,4.85
63840,428,3.88
63841,428,14.43
63842,428,6.73
63843,428,6.34
63844,429,16.26
63845,429,0.75
63846,429,21.1
63847,429,4.08
63848,429,5.27
63849,429,6.34
63850,429,10.12
63851,429,4.35
63852,429,5.57
63853,429,3.22
63854,429,2.85
63855,429,4.16
63856,429,5.55
63857,429,5.43
63858,429,12.26
63859,429,3.56
63860,429,25.71
63861,429,3.7
63862,429,5.56
63863,429,2.26
63864,429,5.5
63865,429,6.15
63866,429,7.34
63867,429,19.53
63868,429,6.57
63869,429,4.83
63870,429,4.01
63871,429,5.59
63872,429,4.11
63873,429,6.04
63874,429,3.07
63875,429,13.75
63876,429,12.78
63877,429,12.55
63878,429,5.61
63879,429,14.86
63880,429,19.16
63881,429,1.22
63882,429,20.29
63883,429,5.66
63884,429,22.43
63885,429,3.43
63886,429,5.32
63887,429,16.56
63888,429,6.02
63889,429,15.35
63890,429,11.2
63891,429,5.55
63892,429,3.99
63893,429,2.75
63894,429,1.81
63895,429,10.6
63896,429,3.26
63897,429,3.42
63898,429,19.54
63899,429,5.69
63900,429,4.26
63901,429,6.43
63902,429,8.4
63903,429,13.46
63904,429,15.05
63905,429,6.02
63906,429,3.97
63907,429,13.4
63908,429,5.59
63909,429,18.69
63910,429,4.28
63911,429,5.85
63912,429,22.82
63913,429,1.47
63914,429,3.6
63915,429,3.45
63916,429,4.84
63917,429,3.26
63918,429,5.73
63919,429,21.86
63920,429,12.59
63921,429,3.27
63922,429,6.6
63923,429,6.73
63924,429,2.91
63925,429,0.89
63926,429,21.51
63927,429,13.31
63928,429,3.88
63929,429,2.11
63930,429,2.14
63931,429,3.83
63932,429,19.83
63933,429,6.63
63934,429,2.73
63935,429,4.16
63936,429,5.47
63937,429,4.82
63938,429,4.18
63939,429,23.3
63940,429,18.86
63941,429,18.3
63942,429,3.46
63943,429,4.08
63944,429,4.34
63945,429,2
63946,429,10.51
63947,429,11.74
63948,429,4.3
63949,429,18.7
63950,429,4.81
63951,429,4.35
63952,429,5.04
63953,429,19.87
63954,429,17.32
63955,429,4.62
63956,429,2.93
63957,429,3.18
63958,429,5.58
63959,429,19.07
63960,429,5.88
63961,429,1.73
63962,429,1
63963,429,6.12
63964,429,5.17
63965,429,4.77
63966,429,11.73
63967,429,4.91
63968,429,5.33
63969,429,10.29
63970,429,3.69
63971,429,1.89
63972,429,5.26
63973,429,11.19
63974,429,18.88
63975,429,14.35
63976,429,12.44
63977,429,4.46
63978,429,5.75
63979,429,12.63
63980,429,1.95
63981,429,21.9
63982,429,13.08
63983,429,3.21
63984,429,3.94
63985,429,4.77
63986,429,20.06
63987,429,4.74
63988,429,6.63
63989,429,2.99
63990,429,3.06
63991,429,3.23
63992,429,5.77
63993,430,16.12
63994,430,5.17
63995,430,12.26
63996,430,20.06
63997,430,0.75
63998,430,20.58
63999,430,3.45
64000,430,4.56
64001,430,5.91
64002,430,19.45
64003,430,2.89
64004,430,6.23
64005,430,5.43
64006,430,18.3
64007,430,4.82
64008,430,2.91
64009,430,3.42
64010,430,16.81
64011,430,2.73
64012,430,1.29
64013,430,3.26
64014,430,17.79
64015,430,1.81
64016,430,10.53
64017,430,2.55
64018,430,19.83
64019,430,15.76
64020,430,4.41
64021,430,13.31
64022,430,2.34
64023,430,5.56
64024,430,5.73
64025,430,4.77
64026,430,4.83
64027,430,7.34
64028,430,4.77
64029,430,5.27
64030,430,3.41
64031,430,0.41
64032,430,5.56
64033,430,3.52
64034,430,1.95
64035,430,4.9
64036,430,3.46
64037,430,3.62
64038,430,3.07
64039,430,3.97
64040,430,4.01
64041,430,4.74
64042,430,18.69
64043,430,2.31
64044,430,3.88
64045,430,2.11
64046,430,3.18
64047,430,4.04
64048,430,11.84
64049,430,7.01
64050,430,15.27
64051,430,4.11
64052,430,4.13
64053,430,5.59
64054,430,2.62
64055,430,3.36
64056,430,3.43
64057,430,5.66
64058,430,19.08
64059,430,2.5
64060,430,17.32
64061,430,21.1
64062,430,18.7
64063,430,3.63
64064,430,15.05
64065,430,10.12
64066,430,6.02
64067,430,6.02
64068,430,2.14
64069,430,19.16
64070,430,2.7
64071,430,4.35
64072,430,23.3
64073,430,3.88
64074,430,3.64
64075,430,18.14
64076,430,6.6
64077,430,23.15
64078,430,18.86
64079,430,2
64080,430,5.55
64081,430,1
64082,430,12.63
64083,430,12.75
64084,430,13.75
64085,430,5.14
64086,430,5.51
64087,430,1.22
64088,430,12.55
64089,430,5.66
64090,430,6.73
64091,430,3.56
64092,430,5.61
64093,430,3.28
64094,430,6.58
64095,430,18.6
64096,430,21.9
64097,430,4.04
64098,430,3.76
64099,430,2.22
64100,430,5.77
64101,430,4.05
64102,430,13.46
64103,430,2.14
64104,430,2.7
64105,430,6.63
64106,430,3.94
64107,430,12.52
64108,430,15.35
64109,430,5.85
64110,430,9.4
64111,430,3.99
64112,430,13.08
64113,430,2.26
64114,430,5.57
64115,430,11.73
64116,430,10.51
64117,430,16.26
64118,430,11.2
64119,430,2.99
64120,430,9.67
64121,430,18.88
64122,430,14.35
64123,430,5.72
64124,430,4.77
64125,430,1.18
64126,430,4.38
64127,430,7.11
64128,430,4.92
64129,430,2.96
64130,430,21.86
64131,430,3.6
64132,430,6.34
64133,430,16.55
64134,430,15.76
64135,430,12.55
64136,430,6.04
64137,431,2.55
64138,431,1.73
64139,431,3.76
64140,431,5.85
64141,431,2.84
64142,431,4.47
64143,431,4.16
64144,431,4.56
64145,431,3.41
64146,431,5.06
64147,431,4.83
64148,431,5.56
64149,431,6.73
64150,431,14.35
64151,431,12.18
64152,431,3.46
64153,431,18.7
64154,431,4.8
64155,431,3.18
64156,431,2.44
64157,431,9.56
64158,431,16.55
64159,431,3.94
64160,431,4.16
64161,431,4.04
64162,431,1.95
64163,431,11.19
64164,431,19.3
64165,431,2
64166,431,6.63
64167,431,2.7
64168,431,10.12
64169,431,12.52
64170,431,3.06
64171,431,19.08
64172,431,2.99
64173,431,14.63
64174,431,2.5
64175,431,4.84
64176,431,3.64
64177,431,21.9
64178,431,3.07
64179,431,19.53
